tweet_text	cord_uid
mast cell activation disorder and orthostatic intolerance syndrome: a clinical association	7tye4psd
"""The therapeutic potential of blocking pparγ phosphorylation to treat type 2 #diabetes""  #jbcreviews #drugdesign"	89x5h0w6
"19. this study discovered that 35% of individuals who postponed ""elective"" valve replacement surgery experienced a ""cardiovascular"" incident (death or emergency heart surgery) between March 23 and June 6, 2020 (just 2.5 months)"	ud8cz3sp
"new: sars-cov-2 vaccination elicits ""typical"" antibodies that can potently protect against the original virus and emerging variants, including delta. get vaccinated!!"	j1kzjre0
"remarkable model study of economic consequences of eight critical points in the climate system. most of these amplify impacts, with greatest effects found for carbon-cycle feedbacks due to release of greenhouse gases trapped in permafrost &amp; ocean sediments."	qj1v04cf
Decrease in long-term mortality after sleeve gastrectomy and gastric bypass compared to non-surgical patients with severe obesity	gmp22v65
oxidative stress imbalance links covid-19 and myalgic encephalomyelitis/chronic fatigue syndrome	8nil3u2k
"getting an mrna vaccine after already having covid? see the study below 👇  ""prior sars-cov-2 infection was associated with increased odds of clinically significant symptoms..."" but ""either spike mrna vaccine will provide a robust spike antibody response."""	zi0cedd9
"this study suggests that younger children may be more likely to transmit sars-cov-2 infection compared with older children, &amp; the highest odds of transmission was observed for children aged 0 to 3 years.  not surprising since they are breeding germ factories"	9iomlhpv
T cells drive effective antibody responses to RNA vaccines. Study in the crucial context of immunocompromised patients with poor response to two doses: presence of spike-specific CD4+ T cells after 2 doses ➡ antibodies after a booster shot.	riwojb40
in a small (n=79) US observational study of COVID outpatients, nasal irrigation lowered the risk of hospitalization by ⬇️95%⬇️  (or 0.054 95% CI [0.0064-0.38], p=.0036.  with faster recovery patients using povidone-iodine (betadine).  just drown COVID-19🌊	vrhrc7v6
"how is flawed policy “love &amp; support?”  you don’t seem to realize how you’re segregating people based on misconception.  getting shot doesn’t prevent infection/transmission, though  some  experts were saying that it would, as recently as january. it does not."	me08w1ir
Jama peds trying to portray kids as carriers, again. again math shows opposite.  of 89k households just 7% (6280) where kid was primary case.   of those 73% (4563) saw no transmission. where there was, 6280 kids generated 3310 infections: r of ~0.5.	9iomlhpv
"the findings of this ferret study are likely entirely applicable to humans &amp; explain why alpha/delta were able to productively infect more &amp; more young people. the question is why there’s an apparent intense selection pressure for more transmissible variants."	osh3deg5
#Kawasaki disease hospitalizations in the US decreased during the pandemic. The Pediatric Infectious Diseases Journal	glkjxl0t
"we now have a significant amount of safety data on #covidvaccines &amp; pregnancy. based on data from both vaers &amp; the v-safe vaccine registry, no pregnancy-related safety concerns have been found, &amp; rates of miscarriage match those seen in the general population"	c3a85ld0
Excessive COVID-19 cases and deaths resulted from fine particulate matter exposure during the 2020 wildfires across America.	n9nu5n44
patients who were inactive had a much higher rate of serious or fatal covid	ufk458to
an ndm-5-producing e. coli outbreak in a dedicated #covid19 icu. gaps in prevention and control measures including mismanagement of ppe and insufficient screening contributed.	m5pe8kr4
Increased risk of hospitalization and respiratory failure in patients with OSA diagnosed with #covid19 vs patients without #osa	3mleybjn
"""We observed an instant and substantial turnaround in sars-cov-2 epidemic suppression following the easing of social distancing measures across the u.s."""	5s1uj2qi
Covid-19 transmission in the U.S. before vs. after easing of statewide social distancing measures.	5s1uj2qi
the interesting thing will be to see if trump learns that his bodyman is infected with the coronavirus will cause a setback in trump’s own “illness.”	6vmfa6qx
likely due to the fact, at best, homemade masks filter out only 3% when worn by experienced healthcare professionals:	9pb2eqoa
the survival time on human skin was significantly longer for sars-cov-2 than for flu virus 9.04 h vs. 1.82 both sars-cov-2 and iav in the mucus/medium on human skin were completely inactivated within 15 s by alcohol treatment #cid wash your hands	j5vhny44
Notwithstanding that, the advantageous effect of remdesivir appears to be moderate. The most reliable data we have so far indicates that it shortens hospital stays from 15 to 11 days but does not substantially reduce the likelihood of dying from covid-19. 4/n	uohbxoeb
"#delirium is the most common presenting neurological symptom of people who died due to covid-19.  groundbreaking paper.  ""early emergent symptom"" ref made to'survival'"	hduwjbtq
"""Peer-reviewed results of this critical appraisal expose data bias and sampling bias in COVID mortality overestimation, most likely triggered by misidentifying an influenza infection mortality rate as a case fatality rate [presented to congress]"""	1nk1t5qs
"A theory that any AI injections alone cannot significantly alter the course of Koa could be discovered right here: 📌 past and current AI treatments have been disappointing; 📌 looking to the future; 📌 TKA is a multimodal approach."	977caq2c
"the us has extremely high rates of imprisonment &amp; covid-19 is causing an urgent health emergency in correctional settings.  partnered with medical &amp; reentry specialists to write ""decarceration and community re-entry in the covid-19 era"" in."	ccjzc1x0
it's a common occurrence with covid and it's so astonishing. people with extremely low levels of oxygen claim they're just fine.	zj0yxy2z
A recent study offers robust evidence that kids are transmitting the virus in India - I see no reason why it should be different elsewhere. This contradicts one of the primary arguments used for opposing face masks for children where feasible.	jzm6nc41
4- due to rising evidence of airborne transmission of COVID-19 virus like 👇	tz2shoso
anti-C5a antibody ifx-1 (vilobelimab) therapy versus best supportive care for patients with severe COVID-19 (Panama): an exploratory, open-label, phase 2 randomised controlled trial	ukbhlaaa
Revisiting the #cardiovascular risk of hydroxychloroquine in RA, our latest #newsandviews commentary examines the revived concerns about the cardiovascular safety of hydroxychloroquine in #rheumatoidarthritis check it out at	xi3d70kq
and suddenly, just like that, we are back to asymptomatic transmission as extremely rare, so much so that it is barely a murmur in the system. c19 is passed on the same as other coronaviruses, e.g. common cold, with symptoms and mostly in domestic surroundings.	i9jrobdb
A new study monitoring 3410 close contacts of 390 index cases categorized by symptoms... ...305 showed no symptoms and infected just 1 person.  but of course the face coverings, restrictions and physical separations will continue. because reasons.	i9jrobdb
read this and you’ll see why closing schools, gyms is foolish: “risk for transmission in 3,410 close contacts of patients with covid-19 in guangzhou, china: annals of internal medicine: vol 0, no 0”	i9jrobdb
The health crisis of COVID-19: implications of pandemics and the immune-related pharmaceutical products spillovers in the USA.	p485vc0h
"ditto for social distancing mandates—coronavirus transmission more likely staying at home. “contact settings &amp; risk for transmission in 3,410 close contacts of patients w/coronavirus-19 in guangzhou, china”"	i9jrobdb
this is truly fascinating too. coverings assist in reducing viral load. so they increase the likelihood that if/when you are infected, you will have fewer symptoms. that will bring us closer to herd immunity with fewer deadly consequences.	0mwz8kwo
Researchers found out who spreads #covid19. This extensive contact tracing study reveals secondary attack rates rose with the severity of initial cases, from 0.3% for asymptomatic to 3.3% for mild, 5.6% for moderate, and 6.2% for severe or critical cases.	i9jrobdb
cells matter!!  that’s why at about 20% positive serology, we reach herd immunity. 50% of patients have cell immunity. real science.	ngywgodg
Strong T cell immunity in recovered individuals with asymptomatic or mild COVID-19 - ScienceDirect detection of SARS-CoV-2-specific T cell responses also in antibody-negative individuals	foy3dsq4
Sars-cov-2-specific T cells display phenotypic characteristics of strong helper function, absence of terminal differentiation, and high proliferative capacity: Cell Reports Medicine	0iqdqcp6
Spreading cortical waves that evoke correlated firing of large neuronal populations may cause long-term modification of neural circuits in the brain.	94to2qp3
I'm thrilled to share our preprint on persistent oxytocin and alternative splicing!   persistent oxytocin-driven alternative splicing of crfr2α induces anxiety	r7d0rxgp
new study article: connections of type 1 and type 2 #diabetes with #covid19 -related mortality in #england : a whole-population study	913sln1q
A recent study compared the amount of coronavirus in the airways of children with either mild symptoms or no symptoms, with adults who were severely ill with covid-19 in the icu. the researchers discovered that the children had higher amounts of the virus than the extremely sick adults:	r4yukmwe
Air quality is crucial with family linked factors of asthma onset and persistent wheezing in kids: nationwide case-control study	heegb7pp
"and here's another - 455 contacts exposed to an asymptomatic transmitter. result - zero transmission of the  sars-cov-2 infection.  the ""silent spreader"" myth dies a slow, painful death."	7xb7hj9u
"""HCQ and azithromycin do not lead to TDP cardiac fatalities. HCQ reduces cardiac occurrences. HCQ shouldn't be limited in use for COVID-19 patients due to fear of cardiac fatalities,"" writes Chad Prodromos, M.D."	z22g03v4
Recent research on the adoption and efficacy of a multidisciplinary online program for managing chronic pain before and during the COVID-19 pandemic #chronicpain #digitalhealth	km248qqu
Using long-read sequencing, Miyatake et al. reveal repeat conformation variability in individuals with canvas, and explore the clinical features associated with each repeat conformation.	cimmc4y8
Interesting study examining exhaled aerosols for #sarscov2 in early index cases shows a significantly higher association with transmission to family members if infectious aerosol was found. It was found more often when singing/talking than breathing.	yvbmbnjw
5,537/ world (current smoking age 15+ was ~19.2% in 2020)  s=smoker (not specified if current or ever)  of 1,935 survey respondents with symptoms of covid-19, s=20.8%*  1,493 tested: s=17.2%*  1,092 positive: s=14%  notes:  *calculated most in usa	z9csj1bh
Out today in nejm is a study showing we against omicron illness after dose 4 is better than dose 3. this is great and a better result than other studies. however the extra benefit of dose 4 vs dose 3 only lasts for 1 month.	kgggepu0
"check our study: the anti-HIV medications lopinavir/ritonavir &amp; nelfinavir lead to a significant improvement of #sarscov2 caused lung damage in the hamster infection model (without a viral effect). further clinical trials are needed."	gcv4lmsr
trail 1: the 1st rct dedicated to #raild : a main endpoint probably too ambitious (not met) but individuals receiving pirfenidone had a substantial slower rate of decline in fvc!	5rkxs2w3
Elaine, yes!  A CDC advisory committee on vaccine practices identified a likely association between the 2 COVID-19 mRNA vaccines from Pfizer-BioNTech and Moderna and cases of myocarditis and pericarditis.	gc9eg5j3
"3) chronic inflammation is a cause of cancer. so is does long covid have chronic inflammation? ➡️""[c]hronic inflammation also plays a major role in the clinical course of covid-19 patients"""	8v7h87yc
"new study: current measures of political violence are too broad, skewed by question wording and exaggerated by uninterested respondents. these same issues distort analysis of factors linked to violence. tl;dr: americans strongly oppose political violence."	v34r4tix
A recent study reveals improved hospital nurse staffing is more crucial in lowering #sepsis fatalities than sepsis care protocols. #nursetwitter	ebtt4tql
"Here's a newer study examining a bigger dataset: ""masking requirements provided advantage in lowering community case occurrence during an initial phase of the COVID-19 outbreak"""	wzqdo1st
Pyrolysis is a newly recognized phenomenon. the “flame” that rages in susceptible immune cells, induced by covid viruses. an important research breakthrough. also seems a relevant analogy for how society can become consumed by self-destructive ideologies.	0illlel7
They should have been working on antivirals immediately after they discovered the vax didn't prevent disease. 3cl protease inhibitors halt viral replication...olive leaf, cats claw, tollovid, enovid. we need thorough research. #demandbetter #saveyourself #newvariants	umqcuul5
Findings from treatment with ivermectin showed no reduction in hospital admissions due to COVID-19 progression or prolonged emergency department stays among outpatients with early COVID-19 diagnosis.	mo23hpe1
"#unerwartetundplötzlich schreibt das bei wissenschaftler angesehene science magazin u.a. ""the mrna vaccines potentially cause increased risk to infectious diseases and cancer"" ""the spike protein is neurotoxic, and it impairs dna repair mechanisms"""	52lf5gzr
Impressive pre-clinical work. unfortunately, most promising drugs in mice fail in humans. let's hope eid1931 succeeds!!! an orally bioavailable broad-spectrum antiviral inhibits sars-cov-2 in human airway epithelial cell cultures and multiple coronaviruses in mice	j3b964oz
Smoking appears to be linked with serious #covid19 illness progression. if there ever was a moment to stop, it’s now.  call cdc’s hotline 1-800-stop-now or schedule a telehealth appointment with your physician. there are both therapy and medication choices.	566pbuic
G6PD deficiency causes RBCs to damage our own cells' lipid membranes, leading to lysis💥. Elevated serum levels of lactate dehydrogenase (LDH) are known to reflect this process, & high LDH has been shown to be prognostic of severe disease in COVID-19.	54o2p36a
A nucleoside analog inhibits SARS-CoV-2 in human airway cell cultures. The viral RNA polymerase incorporates the analog, causing a very high mutation rate, reducing replication efficiency. #covid19	j3b964oz
Direct RT-qPCR detection of #SARS-CoV-2 RNA from patient nasopharyngeal swabs without an RNA isolation step.	oc584x1k
"According to this research:  - prediction models for diagnosis &amp; prognosis are inadequately documented  - high risk of bias  - their reported performance is likely exaggerated"	y6jw3gws
#COVID-19 was not linked to any maternal deaths in a review of 108 #SARS-CoV-2 positive #pregnancies but vertical maternal-fetal transmission of the #COVID-19 could not be ruled out #coronavirus #pregnancy	x64zft78
"Lions at a zoo in NYC were recently infected with #covid19. What other non-human animals can be infected? In a pre-print below: ""We found that SARS-CoV-2 replicates poorly in dogs, pigs, chickens, and ducks, but efficiently in ferrets and cats."""	mo4luyx6
oh man, covid has an r0 of 5.7!?  that means for every person infected, on average, they infect 5 to 6 others!?	eo8rbcy2
yes. computation-only paper, but a good one.  and....  covid19 looks like high altitude pulmonary oedema, not pneumonia.  if true - makes cov2 a haemoglobin hitchhiking infectious disease like... malaria.  which we treat with...  hydroxychloroquine.	plpwjj4s
"1/ while the world waits &gt;1 year for a #sarscov2 vaccine and governments lose their resolve with extended lockdowns, how can #coronavirus be stopped?  masking!   study shows #sars_cov_2 spread by breathing/coughing was reduced by face masks"	g17lp8ch
Medicine discovered to eliminate #coronavirus in lab environment within 48 hours. Monash University Melbourne Australia found ivermectin can prevent replication of SARS-CoV-2, please disseminate information.	ivy95jpw
high rate of epstein–barr virus (ebv), cytomegalovirus (cmv), and human-herpes virus-6 (hhv-6) reactivations in critically ill patients with #covid19	x3f1yyjk
...’the long-term presence of water-soluble lipid could lead to low levels of chronic irritation and immune fatigue (wherry and kurachi, 2015) remain to be determined’ ‘intranasal inoculation with higher doses of nanoparticles led to a significant mortality rate’	efxn3pr6
Covid-19 and physical exercise habits in individuals with neurological conditions: a systematic review	5hirx7a1
"Nearly 1 in 3 older adults develop a new condition —#longcovid —after covid infection. Conditions involve a range of major organs, including heart, kidneys, lungs &amp; liver— as well as mental health complications. Few longcovid studies involve individuals over 65."	3jfok14h
"in the massive j&amp;j vaccine trial, pre-omicron: ""previous infection alone, in an analysis involving seropositive and seronegative placebo recipients, was found to offer 90.4% (95% ci, 83.2 to 95.1) protection against moderate to severe–critical covid-19."""	8x3lqokw
due to the persistent nature of these conditions, they will likely have lasting consequences for patients and health systems and also have significant implications on economic productivity and life span.	tlr243il
an intriguing recent paper on #longcovid:  lc associated with autoantibodies (a marker of autoimmune disease) and those autoantibodies negatively correlated with anti-sars-cov-2 immunoglobulins (the antibodies that protect against infection).	tx2dwo04
💉next generation anti-sars-cov-2 vaccines: italian researchers find an unconventional method to induce protective and durable cd8+ t cell immunity based on extracellular vesicles engineered with the n viral protein.	5bu0eafr
Previous illness with covid offers limited antibody defense against omicron.  ba.2 is extremely distinct antigenetically from omicron and the preceding strains.  ensure you wear a snug-fitting N95 or P100 elastomeric respirator during the upcoming surge. good luck.	34b511wf
"sarscov2 spread rapidly across indigenous population in brazilian amazon (68% seropositive) with very low mortality rate. yea, because they don't have access to public health experts and researchers who are killing them with ""science"""	usi65ft4
2020 study: after listening to music at 432 hz there was a substantial improvement in sleep scores (+3.6, p=0.02), while there was no improvement in sleep scores listening to music at 440 hz (-1.50, p=0.34).	s7glsesb
Does diabetes lead to alterations in cardiac size and function over time in the absence of cardiac incidents? read our latest study to learn more.	lny446a3
Impact of intra-arterial alteplase vs dummy treatment following successful thrombectomy on functional outcomes in patients with large vessel occlusion acute ischemic stroke: the CHOICE randomized clinical trial	7h4x679r
#factcheck 3 of 3  jan 2022 961,896 0-19 year olds tested positive for coronavirus  according to Molteni,  et al, prolonged illness of 56+ days can occur in 1.8% of positive cases amongst 5-17yos  = est. 17,314 0-19yo more #longcovidkids  source	1z1tces3
"mRNA vaccines are the #1 tool against COVID right now, but largely unavailable in poorer countries.  ⬆️ manufacturing so that everyone in lower income countries gets 2 would prevent 1.3 million deaths &amp; cost $35.5b ($27k/life).by et al"	y6jrt5xh
i have to share this again. a vaccine that's so effective it replicates acute hiv infection symptoms	17km3arw
"Another recent study, this time from the U.S., has discovered, ""vaccine recipients with pre-existing immunity experience severe side effects with a significantly higher rate""."	xmd8fh95
"""regions with low immunization rates saw a more severe spike in new cases during the third wave of the outbreak"""	53vvp3j5
"Delighted for our new work : the physical form of #pamps controls #immunity! scale &amp; solubility of pamps determine location of the response. #lymphnode restricted #interferons enhance #adaptiveimmunity that we leveraged for #vaccine development 1/3"	f296patc
the findings of this new study indicate that additional decreases in pm2.5 could aid in lowering the number of children who develop asthma and persistent wheezing in highly affected populations.  #bmjresearch by  et al	heegb7pp
Discriminatory cytokine profiles forecast muscle function, exhaustion and cognitive function in patients with myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS).	tlfvjcy2
People have been hoping that we won't see too bad a flu season this year because we'll all be physically distancing. These data from China suggest that may happen.	r9di7ndv
Monitoring anti-sars-cov-2 antibodies in a group of residents in a long term care facility during the COVID-19 pandemic peak.	nc2sh98g
"""doctrine is made to be broken; infections may not follow the rules of affinity based B cell selection; lots to dig into here #Bcell #singlecell #influenza"""	wo9gg7nx
Our new study in nature examines the connection between loneliness, various forms of social disconnection, and physical capability, in 8,780 individuals, over 8 years.	ya18okpb
Discovering inner strength: is resilience a shield against symptoms of stress, anxiety, and depression in Australian parents during the COVID-19 pandemic?	a8065dca
Nationwide study (Belgium) of 8075 patients treated with low-dose HCQ (5 days) vs standard care shows lower mortality irrespective of symptoms.	eyhtf6mv
Low-dose hydroxychloroquine treatment and mortality in hospitalized patients with COVID-19: a nationwide observational study of 8075 participants - sciencedirect	eyhtf6mv
Racial disparities in the U.S. are more lethal than covid-19.	7tto4hr7
"A compelling study examining ""ignorance more frequently breeds confidence than does knowledge""...from a cognitive neuroscience perspective. timely topic!"	axxo94cr
A US military study discovered that individuals who received the influenza vaccine were 36% more prone to contract the coronavirus.	30r8zd0l
"""camera traps in fruit orchards frequented by tracked bats revealed the presence of multiple species of wildlife, with vervet monkeys (chlorocebus pygerythrus) observed as directly handling and consuming fruit discarded by bats"""	yewi7l9t
These statistics are astonishing.  COVID-19 diagnosis was 5 times more likely among users of e-cigarettes, 7 times more likely among users of e- and regular cigarettes.	55lbj72e
"3. the supers spreading event had a disproportionate impact because it was in a ""highly mobile population very early in the outbreak, before many precautions were put in place and when its effects would be further amplified by exponential growth"" 3/3  preprint:"	glpca9u0
This is a crucial demonstration that the weighted standardized mortality estimates are probably skewed, and underestimate the mortality danger in black, native american/indigenous, latinx, and communities of color.	53ts46vr
"this on #covid19 spread: ""about 2% of cases were directly responsible for 20% of all infections. we estimate that infected nonelderly cases (&lt;60 y) may be 2.78 times more infectious than the elderly & the former tend to be the main driver of superspreading."""	pfgloqz5
"some #covid19 math: ""we estimate age-specific mortality for an outbreak claiming...1 million us lives...we calculate the impact on period life expectancy (down 2.94 y)...avoiding 1.75 million deaths would be valued at $10.2 to $17.5 trillion."""	yn7e3do9
why should we install an app which can threaten our personal privacy? here is the because and its ethical implications: quantifying sars-cov-2 transmission suggests epidemic control with digital contact tracing	zueghgx5
Covid19 causes changes in the blood. Where Ebola weakens it, Covid19 thickens it.	v13kzr5y
Using thorough evaluation, we report 56% of venous thromboembolism in severe ICU COVID-19 patients treated with therapeutic anticoagulation and a high rate of pulmonary embolism.	3ehm118t
"""Various light-based technologies could contribute to biodefense countermeasures. Germicidal UV (UVC) is highly effective in eliminating a broad spectrum of viruses and microorganisms..."""	b22cioi2
not peer reviewed.. but potentially significant. in this study, most infections were traced to indoor and transportation transmission. especially crucial to wear masks etc indoors and on public transport. nyc.. let’s devise a plan for masks and hand hygiene	jk37ej4c
No evidence that androgen modulation of pulmonary tmprss2 explains sex-discordant covid-19 outcomes	awb1stsr
Indirect impact of COVID-19: an estimate of 5 to 10,000 excess cancer deaths due to delay in surgery in the UK. These numbers will rise when RT, systemic TT, and cancers secondary to financial crisis are factored in.	0qyhjutm
Research offers characteristics and early results of patients admitted with #covid19 in the New York City region.	xj02160p
latest #bmjresearch finds that patients with severe disease showed longer duration of sars-cov-2 in respiratory samples, higher viral load, and a later shedding peak, compared with patients with mild disease	tc21pcjw
"we discovered that tree shrew &amp; ferret are 2 most likely intermediate hosts for zoonotic spread of sars-cov-2, but virologists did not agree with our findings as it is a smoking gun proving lab animals were involved in mutation of ratg13 via in vivo experiments"	jkm496ip
"it appears that a small number of individuals in densely populated gatherings are major contributors. cancelling flights, closing bars, halting sporting events &amp; religious services probably accounted for a significant portion of the 20,000 lives saved in may. 8/"	b9evh1l2
A study in which an asymptomatic carrier succeeded in infecting none of the 455 contacts. any remaining evidence for c19 panic is unravelling quickly.	7xb7hj9u
excellent oxidation and 6 freely given up electrons make chlorine dioxide, aka clo2 or mms, easily destroy covid 19,,,, i take orally when needed, health has never been better.	gwaqh4dd
Analysis of 110 cases in Japan concludes COVID-19 is 18x as likely to be transmitted indoors vs outdoors.	p3dex2to
iran research, also in line with other studies. mortality rate: 0.12%, a fraction of typical flu. seroprevalence of covid-19 virus infection in guilan province, iran	7e3kiox2
"this time it appears that remdesivir for the treatment of covid-19 functions. nejm  ""given high mortality despite the use of remdesivir, it is evident that treatment with an antiviral drug alone is unlikely to be sufficient"""	uohbxoeb
the israel institute for biological research announces that the analogues of two drugs designed to treat gaucher’s disease are effective against the novel #covid and may be effective in the case of future outbreaks of new viruses.	2ejg2ngh
Sars-cov-2 RNA in primary sludge mirrors the epi curve in an outbreak, but is a 7 day leading indicator.	ro3o27pv
abnormal regulation of type i interferon responses in covid-19	lcl9jn35
well said but does a crisis really make a difference? good deeds in public + shady moves in private has been an issue since day 1 of big food companies. good deeds and cheap marketing—the food industry in the times of lockdown	idhbd102
Is mechanical (invasive or non-invasive) ventilation saving lives in covid-19 - urgent living #systematicreview	h1wycwxc
"when did community spread of covid start in us?  original hypothesis :  jan 15 with wa1 patient arriving seattle from wuhan  new analysis👇🏽:  1st patient isolated; spread wa actually started ~ *feb 13* with new arrival from china or via canada"	hm332jqo
having windows on a plane doesn’t mean they are involved in making the plane fly. similarly, just bc masks r common in japan, there’s no scientific evidence that they helped them control it. give me a link otherwise. 2ndly asymptomatic nonsense bla bla bla bla 👀👇🏾	7xb7hj9u
Persuasive research that e-cigarettes are a gateway to cigarette smoking from studies globally.	sybr04qy
An initial examination of COVID-19 data in Indian Country indicates that two key factors contributing to the high infection rate may be limited access to indoor plumbing and communication obstacles within non-English speaking households.	88ug0a83
Myth: COVID's mortality is comparable to flu. Fact: COVID's infection fatality rate is ~1.3%, that's more than ten times the mortality of flu (0.1). It has killed more Americans in just 3 months than flu killed in the past 3 years analysis below:	fbsrggog
cell entry mechanisms of sars-cov-2 | ⁦paper in ⁦⁩  #sarscov2 rbd has ↑ hace2 binding affinity than sars but the spike, is less accessible. this allows the virus to maintain efficient cell entry while evading immune surveillance.	l19nsvun
"""Vaccination significantly reduced the risk of influenza illness by &gt;40% with no effect on coronaviruses or other non-rare risk."""	2e2s1gof
A recent study reveals a fatal toxicity risk associated with combining #chloroquine with the commonly prescribed #diabetes medication #metformin. This risk should be taken into account for #covid19 treatment.	zghh0zbd
Interesting research from the Kirchhausen lab reveals that highly specific medications blocking maturation of endosomal membranes can impact infection (in cells) of Ebola and SARS-CoV-2. Inhibition of PIP4K2A kinase prevents infection by EBOV and SARS-CoV-2.	uu883ofc
April 08, 2020  Conclusions: individuals <65 years old have very small risks (0.3% - 1.8%) of COVID-19 death even in the epicentres of the pandemic and fatalities for individuals <65 years without pre-existing predisposing conditions are remarkably uncommon.	2cwvga0k
Researchers discuss #covid19 linked coagulation disorder that's becoming a major clinical issue. observed in autopsies from 39 patients above. the cause of the #sarscov2 coagulation disorder is still unknown ()	8pkwqg5j
a single dose of chadox1 mers offers broad protective immunity against a variety of mers-cov strains  -in answer to the question - do we have any hope for a cov vaccine? this study says, yes, we do have some very strong hope #covid19 [🚨preprint]	onbq7hia
"""The most prevalent comorbidities were high blood pressure,  obesity,  and diabetes.""  43 of 5700 (0.8%) patients in the study were HIV-positive  clinical traits, comorbidities, and results among patients with COVID-19 hospitalized in the NYC region."	xj02160p
A scientific study from 2007 revealed that buckwheat possessed the highest efficacy in preventing sars spike protein from attaching to cells, making it a highly effective therapeutic remedy against coronavirus. buckwheat doesn't generate substantial pharmaceutical revenue.	7rujn0d3
"yes ""olfactory dysfunction"" or sudden loss of smell has been added as an initial symptom of covid19 the study:"	ykl0xmta
There are risks even with highly dependable antibody tests. incorrect positives will outnumber correct positives when the incidence is low! antibody tests to ease lockdown measures are not the answer!	2jwuzfan
older individuals can present non- specifically with covid-19, including with low-grade fever/ disorientation	o7qibwzj
Delighted to have been involved in a small way in new research into the probable effect of covid-19 on years of life lost (yll) in the uk, estimating over 10 yll for each covid death.	xvphsdg7
Sars-cov-2 entry receptors are highly expressed in nasal epithelial cells along with innate immune genes.	8gh3q7p3
A perceptive article from 2004 on respiratory virus seasonality and SARS (re)emergence. The main message: most respiratory viruses exhibit seasonality for as-yet-unknown reasons but emerging infections usually don't follow expected trends.	ax87r0bj
the virus targets the lining of blood vessels, solution blocking protein s1p1 the 'cell'	50dmclk4
great idea to get the flu shot  when it subjects you to a 36% greater chance of getting covid. and it's what-  36% effective? and the most severe effects! that's just genius. #noflushot #noway	30r8zd0l
coronavirus — among 3,711 diamond princess passengers and crew: •712 (19.2%) had been infected by COVID-19 •of these, 331 (46.5%) were asymptomatic at the time of testing •among 381 symptomatic patients: 37 (9.7%) required intensive care 9 (1.3%) died	0bk9jmdu
ny. covid-19, hospital publication. overall mortality was 21%, 553 out of 2634 patients. 320 out of 2634 patients (12.2%) needed intensive care unit care with invasive mechanical ventilation. mortality for those needing mechanical ventilation was 88.1%.	xj02160p
Data collected from nyc is now mirroring that from china suggesting co-existing conditions/insulin resistance are huge risks for more severe covid-19 course. the true pandemic is metabolic disorder.	xj02160p
A Danish randomized controlled trial with 6000 participants, published in the Annals of Internal Medicine in November 2020, found no statistically significant effect of high-quality medical face coverings against COVID in a community setting.	ximw03ej
"""asymptomatic household members not reporting symptoms had 74.8% lower odds of infecting another household member"""	e7uvbra5
bioarxiv_ the polybasic cleavage site in the sars-cov-2 spike influences viral susceptibility to type i ifn and ifitm2	mpthhazv
"""Inadequate antiviral response' occurs in covid-19 in humans, and contributes to persistent viral presence, hyperinflammation and respiratory failure."	78wu4kgv
Evidence of long-distance droplet transmission of SARS-CoV-2 by direct airflow in a restaurant in Korea. Conclusion: droplet transmission can occur over a distance #covid19	s19w1p2i
just in case you need another reason to avoid covid19... nice work by dorothy butler showing autoantibodies to carbohydrate molecules in patients	c90vgc47
"do humans perceive each other differently because they wear face coverings now? a fascinating study involving researchers from  &amp;  published in scientific reports  reveals some potentially significant repercussions."	m2z6k2va
"""Among kids and teenagers under 18 in Mississippi, close contact with people with COVID-19 and meetups with people outside the family and absence of regular mask use in school were linked to SARS-CoV-2 infection"""	j1ucrhd7
29) this can also maybe relate to convalescent plasma.. “convalescent plasma is often given when patient viral loads are high, and kemp et al. (2020) report that intra-patient **viral genetic diversity increased after plasma therapy was given**.” 👀	shfkl0bs
in the weeks leading up to california's may reopening, excess mortality was rapidly dropping... but not among latinos or those without a high-school diploma. we must not lose sight of the pandemic's discriminatory impacts on our state.	paczkqnw
The results in numerous investigations of vitamin D and COVID were not minor. They demonstrated a clear advantage to maintaining sufficient levels of vitamin D and favorable COVID outcomes.	m22h669g
south dakota's governor is sharing anti-mask info from someone who isn’t a medical expert or dr. governor, here’s  data showing covid-19 incidence decreased in 24 ks. counties with mask mandates but continued to increase in 81 counties without masks.	0yysikc1
There are virtually no adverse side effects from ivermectin, which has been cleared for human use since 96. There are dozens of studies where it proves effective against dozens of viruses. There is no risk in taking it as an early treatment for COVID.	roe6g61u
#VitaminC as an adjunctive therapy in critically ill patients with covid-19: a propensity score matched study | scientific reports	neqeedtr
completely agree! it's exhausting keeping prescribing meds that shut down people's kidneys and drown their lungs, putting them on ventilators and then in morgues instead of using extremely efficient cheap methods to keep people from ending in hospitals.	9wnkmn27
Significant autonomic nerve damage from covid: together with other evidence it seems likely that damage to the inflammatory reflex, which normally suppresses inflammation, contributes to the onset of cytokine storm in #covid19	yq2dt0gv
Evidence-driven circus study: shoulder rehabilitation provided via remote consultation during the COVID-19 pandemic led to favorable physical outcomes when evaluated subjectively #performingarts #circus	l3bruaeh
finally...we know  the risk of hospitalization after getting infected with the delta variant is significantly higher compared to alpha!  over 43,000 ppl, genomic analysis done on all. first of its kind study from the uk  74% of hospitalized were unvaccinated	u89jd28e
